customer_id,first_name,last_name,email,birth_year,signup_date,state,customer_tenure_years
397,First_397,Last_397,user397@example.com,1990,2007-12-03,FL,17.7
398,First_398,Last_398,user398@example.com,1954,2013-03-19,FL,12.4
399,First_399,Last_399,user399@example.com,1955,2013-07-22,FL,12.1
400,First_400,Last_400,user400@example.com,1989,2018-07-03,FL,7.2
401,First_401,Last_401,user401@example.com,1940,2018-03-23,IL,7.4
402,First_402,Last_402,user402@example.com,1970,2013-09-30,PA,11.9
403,First_403,Last_403,user403@example.com,1952,2019-12-19,OH,5.7
404,First_404,Last_404,user404@example.com,1959,2025-06-27,OH,0.2
405,First_405,Last_405,user405@example.com,1986,2014-06-08,MI,11.2
406,First_406,Last_406,user406@example.com,1973,2016-09-08,TX,9.0
407,First_407,Last_407,user407@example.com,1968,2020-01-01,CA,5.7
408,First_408,Last_408,user408@example.com,1979,2008-01-31,OH,17.6
409,First_409,Last_409,user409@example.com,1994,2012-06-25,TX,13.2
410,First_410,Last_410,user410@example.com,1950,2015-05-19,GA,10.3
411,First_411,Last_411,user411@example.com,1945,2021-07-20,FL,4.1
412,First_412,Last_412,user412@example.com,1992,2020-03-15,FL,5.5
413,First_413,Last_413,user413@example.com,1998,2015-01-29,PA,10.6
414,First_414,Last_414,user414@example.com,1974,2017-12-28,FL,7.7
415,First_415,Last_415,user415@example.com,1982,2021-06-01,IL,4.2
416,First_416,Last_416,user416@example.com,1993,2005-10-23,PA,19.8
417,First_417,Last_417,user417@example.com,1984,2025-03-26,NY,0.4
418,First_418,Last_418,user418@example.com,1987,2007-03-27,TX,18.4
419,First_419,Last_419,user419@example.com,1996,2024-07-30,TX,1.1
420,First_420,Last_420,user420@example.com,1980,2018-10-13,IL,6.9
421,First_421,Last_421,user421@example.com,1997,2018-11-09,PA,6.8
422,First_422,Last_422,user422@example.com,1961,2017-10-17,NC,7.9
423,First_423,Last_423,user423@example.com,1982,2016-11-25,TX,8.8
424,First_424,Last_424,user424@example.com,1943,2008-06-01,TX,17.2
425,First_425,Last_425,user425@example.com,1985,2020-02-02,CA,5.6
426,First_426,Last_426,user426@example.com,1944,2014-08-18,TX,11.0
427,First_427,Last_427,user427@example.com,1957,2021-11-07,TX,3.8
428,First_428,Last_428,user428@example.com,1993,2018-10-08,GA,6.9
429,First_429,Last_429,user429@example.com,1977,2014-07-03,NC,11.2
430,First_430,Last_430,user430@example.com,1976,2018-12-06,IL,6.7
431,First_431,Last_431,user431@example.com,1961,2009-07-24,IL,16.1
432,First_432,Last_432,user432@example.com,1962,2012-06-13,MI,13.2
433,First_433,Last_433,user433@example.com,1975,2015-02-01,IL,10.6
434,First_434,Last_434,user434@example.com,1957,2017-12-10,NY,7.7
435,First_435,Last_435,user435@example.com,1940,2021-03-18,IL,4.4
436,First_436,Last_436,user436@example.com,1973,2011-04-09,NY,14.4
437,First_437,Last_437,user437@example.com,1966,2013-07-13,CA,12.1
438,First_438,Last_438,user438@example.com,1956,2024-10-15,PA,0.9
439,First_439,Last_439,user439@example.com,1992,2010-02-02,OH,15.6
440,First_440,Last_440,user440@example.com,1979,2008-12-24,TX,16.7
441,First_441,Last_441,user441@example.com,1970,2018-05-26,TX,7.3
442,First_442,Last_442,user442@example.com,1952,2013-12-20,IL,11.7
443,First_443,Last_443,user443@example.com,1956,2023-01-21,TX,2.6
444,First_444,Last_444,user444@example.com,1971,2009-03-28,NY,16.4
445,First_445,Last_445,user445@example.com,1963,2014-05-06,GA,11.3
446,First_446,Last_446,user446@example.com,1952,2023-07-19,FL,2.1
447,First_447,Last_447,user447@example.com,1999,2023-05-20,NY,2.3
448,First_448,Last_448,user448@example.com,1941,2016-07-21,CA,9.1
449,First_449,Last_449,user449@example.com,1995,2017-06-02,IL,8.2
450,First_450,Last_450,user450@example.com,1943,2008-04-25,OH,17.3
451,First_451,Last_451,user451@example.com,1960,2021-03-31,GA,4.4
452,First_452,Last_452,user452@example.com,1960,2017-10-17,NC,7.9
453,First_453,Last_453,user453@example.com,1963,2020-09-19,CA,4.9
454,First_454,Last_454,user454@example.com,1966,2012-02-13,CA,13.5
455,First_455,Last_455,user455@example.com,1991,2022-12-07,NY,2.7
456,First_456,Last_456,user456@example.com,1956,2024-10-18,CA,0.9
457,First_457,Last_457,user457@example.com,1973,2008-06-17,PA,17.2
458,First_458,Last_458,user458@example.com,1951,2006-06-09,NC,19.2
459,First_459,Last_459,user459@example.com,1960,2016-03-06,NY,9.5
460,First_460,Last_460,user460@example.com,1973,2018-06-20,FL,7.2
461,First_461,Last_461,user461@example.com,1960,2014-08-28,NY,11.0
462,First_462,Last_462,user462@example.com,1988,2009-11-23,FL,15.8
463,First_463,Last_463,user463@example.com,1979,2021-12-14,FL,3.7
464,First_464,Last_464,user464@example.com,1971,2023-01-24,IL,2.6
465,First_465,Last_465,user465@example.com,1963,2022-09-30,TX,2.9
466,First_466,Last_466,user466@example.com,1953,2008-05-28,OH,17.3
467,First_467,Last_467,user467@example.com,1983,2020-11-23,TX,4.8
468,First_468,Last_468,user468@example.com,1976,2025-05-07,IL,0.3
469,First_469,Last_469,user469@example.com,1942,2014-08-30,PA,11.0
470,First_470,Last_470,user470@example.com,1986,2023-09-15,CA,2.0
471,First_471,Last_471,user471@example.com,1990,2022-06-18,OH,3.2
472,First_472,Last_472,user472@example.com,1961,2017-03-28,FL,8.4
473,First_473,Last_473,user473@example.com,1975,2013-04-24,PA,12.3
474,First_474,Last_474,user474@example.com,1947,2017-12-11,FL,7.7
475,First_475,Last_475,user475@example.com,1989,2016-02-08,NY,9.6
476,First_476,Last_476,user476@example.com,1973,2009-09-26,OH,15.9
477,First_477,Last_477,user477@example.com,1946,2022-12-28,Other,2.7
478,First_478,Last_478,user478@example.com,1946,2019-04-09,IL,6.4
479,First_479,Last_479,user479@example.com,1967,2024-07-14,FL,1.1
480,First_480,Last_480,user480@example.com,1964,2023-09-02,GA,2.0
481,First_481,Last_481,user481@example.com,1992,2021-09-01,PA,4.0
482,First_482,Last_482,user482@example.com,1953,2021-09-25,FL,3.9
483,First_483,Last_483,user483@example.com,1963,2011-04-17,NY,14.4
484,First_484,Last_484,user484@example.com,1954,2025-06-13,PA,0.2
485,First_485,Last_485,user485@example.com,1980,2025-01-19,IL,0.6
486,First_486,Last_486,user486@example.com,1948,2023-09-29,TX,1.9
487,First_487,Last_487,user487@example.com,1942,2024-10-25,TX,0.8
488,First_488,Last_488,user488@example.com,1991,2017-09-20,PA,7.9
489,First_489,Last_489,user489@example.com,1997,2006-07-17,OH,19.1
490,First_490,Last_490,user490@example.com,1968,2015-02-18,IL,10.5
491,First_491,Last_491,user491@example.com,1961,2018-08-11,CA,7.0
492,First_492,Last_492,user492@example.com,1973,2016-05-10,TX,9.3
493,First_493,Last_493,user493@example.com,1987,2022-12-23,CA,2.7
494,First_494,Last_494,user494@example.com,1951,2007-10-10,IL,17.9
495,First_495,Last_495,user495@example.com,1947,2020-04-23,IL,5.3
496,First_496,Last_496,user496@example.com,1948,2010-10-16,IL,14.9
497,First_497,Last_497,user497@example.com,1991,2010-06-06,FL,15.2
498,First_498,Last_498,user498@example.com,1954,2023-12-18,TX,1.7
499,First_499,Last_499,user499@example.com,1984,2019-01-11,OH,6.6
